imdbID,Title,Actors,Genre,Country,Language,Production,Rated,Runtime,Year,imdbRating,Responsibility,popularity2,totalVotes,budget2
tt1171222,Baggage Claim, Boris Kodjoe,Comedy,USA,English,Fox Searchlight,PG-13,96,2013,5.1,screenplay,7.955,126,22456509
tt0109830,Forrest Gump, Michael Conner Humphreys,Drama,USA,English,Paramount Pictures,PG-13,142,1994,8.8,novel,27.306,14516,677945399
tt0123987,Madeline, Ben Daniels,Comedy,France,French,Columbia Pictures,PG,88,1998,6,book,5.97,114,30000000
tt1700845,The Invisible Woman, Susanna Hislop,Biography,UK,English,Sony Pictures Classics,R,111,2013,6.1,book,6.941,111,1234254
tt0099365,Darkman, Larry Drake,Action,USA,English,Universal Pictures,R,96,1990,6.4,story,10.495,563,48878502
tt0110944,Rapa Nui, Eru Potaka Dewes,Action,USA,English,Warner Bros.,R,107,1994,6.4,story,3.909,67,305070
tt0164912,Stuart Little, Jonathan Lipnicki,Adventure,Germany,Dutch,Columbia Pictures,PG,84,1999,5.9,book,13.061,2193,300135367
tt3172532,The Diary of a Teenage Girl, Abby Wait,Drama,USA,English,Sony Pictures Classics,R,102,2015,6.9,novel,7.533,457,1477002
tt0183659,Pollock, Marcia Gay Harden,Biography,USA,English,Sony Pictures Classics,R,122,2000,7,book,6.4,142,345556
tt0382625,The Da Vinci Code, Jean Reno,Mystery,UK,English,Sony Pictures,PG-13,149,2006,6.6,screenplay,17.841,5020,767820459
tt0816462,Conan the Barbarian, Ron Perlman,Action,USA,English,Lionsgate,R,113,2011,5.2,characters,14.844,1005,48795021
tt0099700,Gremlins 2: The New Batch, Robert Prosky,Comedy,USA,English,Warner Bros.,PG-13,106,1990,6.3,characters,13.379,1215,41482207
tt1183251,Beyond a Reasonable Doubt, Joel David Moore,Crime,Saudi Arabia,English,Anchor Bay Films,PG-13,106,2009,5.9,screenplay,6.635,135,4388563
tt1562568,Higher Ground, Vera Farmiga,Drama,USA,English,Sony Pictures Classics,R,109,2011,6.3,screenplay,2.733,21,841733
tt1201607,Harry Potter and the Deathly Hallows: Part 2, Daniel Radcliffe,Adventure,UK,English,Warner Bros.,PG-13,130,2011,8.1,screenplay,37.939,11344,1342000000
tt1045772,I Love You Phillip Morris, Rodrigo Santoro,Biography,France,English,Roadside Attractions,R,98,2009,6.6,book,8.743,856,20722843
tt1659337,The Perks of Being a Wallflower, Patrick de Ledebur,Drama,USA,English,Lionsgate ,PG-13,102,2012,8,screenplay,18.452,5829,33400000
tt1411704,Hop, Hank Azaria,Animation,USA,English,Universal Pictures,PG,95,2011,5.5,screenplay,11.023,594,183953723
tt1411250,Riddick, Katee Sackhoff,Action,USA,English,Universal Classics,R,119,2013,6.4,characters,16.482,2820,98337295
tt0790628,The Incredible Burt Wonderstone, Jim Carrey,Adventure,USA,English,Warner Bros.,PG-13,100,2013,5.9,screenplay,6.689,906,27437881
tt0402158,Empire of the Wolves, Laura Morante,Action,France,French,Sony Pictures Entertainment,R,128,2005,5.9,novel,9.586,118,11875866
tt0091777,Police Academy 3: Back in Training, Michael Winslow,Comedy,USA,English,Warner Bros.,PG,83,1986,5.3,characters ,31.623,490,43579163
tt1267297,Hercules, Rufus Sewell,Action,USA,English,Paramount Pictures,PG-13,98,2014,6,screenplay,17.588,2560,243400000
tt0067992,Willy Wonka & the Chocolate Factory, Roy Kinnear,Family,USA,English,Paramount Pictures,G,100,1971,7.8,screenplay,13.953,1583,4000000
tt0844471,Cloudy with a Chance of Meatballs, Andy Samberg,Animation,USA,English,Sony Pictures,PG,90,2009,7,screenplay,15.484,3218,242988466
tt2083231,Java Heat, Verdi Solaiman,Action,USA,English,IFC Films,R,104,2013,5.2,screenplay,2.93,44,1061
tt1692486,Carnage, John C. Reilly,Comedy,Poland,English,Sony Pictures Classics,R,80,2011,7.2,play,11.956,1447,27603069
tt0466856,ATL, Adam Boyer,Comedy,USA,English,Warner Bros.,PG-13,105,2006,6,screenplay,3.137,58,21170563
tt1411238,No Strings Attached, Cary Elwes,Comedy,USA,English,Paramount Pictures,R,108,2011,6.2,screenplay,15.344,2549,147780440
tt1568346,The Girl with the Dragon Tattoo, Stellan Skarsgård,Crime,Sweden,English,Sony Pictures,R,158,2011,7.8,screenplay,14.905,3901,232617430
tt1430132,The Wolverine, Hiroyuki Sanada,Action,Japan,Japanese,20th Century Fox,PG-13,126,2013,6.7,screenplay,4.242,6070,415440673
tt2304771,Mandela: Long Walk to Freedom, Riaad Moosa,Biography,South Africa,Afrikaans,The Weinstein Co.,PG-13,141,2013,7.1,screenplay,7.302,307,27330000
tt0052583,Ask Any Girl, Rod Taylor,Comedy,USA,English,MGM,TV-Y,98,1959,6.7,novel,0.6,3,3745000
tt0765443,Eastern Promises, Sarah-Jeanne Labrosse,Crime,UK,English,Focus Features,R,100,2007,7.7,screenplay,12.828,1529,56106607
tt0114095,Party Girl, Donna Mitchell,Comedy,USA,English,Sony Pictures Entertainment,R,94,1995,6.6,screenplay,1.457,18,472370
tt0313542,Runaway Jury, Rachel Weisz,Drama,USA,English,20th Century Fox ,PG-13,127,2003,7.1,novel,9.296,573,80154140
tt0111503,True Lies, Bill Paxton,Action,USA,English,20th Century Fox,R,141,1994,7.2,screenplay,18.89,1916,378882411
tt0423294,Surf's Up, Jon Heder,Animation,USA,English,Sony Pictures,PG,85,2007,6.7,screenplay,10.646,1199,149044513
tt0024216,King Kong, Frank Reicher,Adventure,USA,English,RKO Pictures,NOT RATED,100,1933,7.9,screenplay,11.923,619,10000000
tt0838232,The Pink Panther 2, Andy Garcia,Adventure,Italy,Italian,Sony Pictures,PG,92,2009,5.6,screenplay,24.827,561,75871032
tt0087843,Once Upon a Time in America, Treat Williams,Crime,Italy,Italian,Warner Bros.,R,229,1984,8.4,novel,14.68,2182,5300000
tt0101746,The Doctor, Mandy Patinkin,Drama,USA,English,Touchstone Pictures,PG-13,122,1991,6.9,book,2.007,34,38120905
tt0252501,Hearts in Atlantis, Mika Boorem,Drama,USA,English,Warner Bros.,PG-13,101,2001,6.9,book,19.831,213,24185781
tt0079576,More American Graffiti, Paul Le Mat,Comedy,USA,English,MCA Universal Home Video,PG,110,1979,5.2,characters,3.848,39,15014674
tt3040964,The Jungle Book, Idris Elba,Adventure,UK,English,Walt Disney Pictures,PG,106,2016,7.5,screenplay,19.243,5168,966550600
tt0493405,CHIPS, Rosa Salazar,Action,Spain,Spanish,Warner Bros.,R,100,2017,6,series,13.418,650,26800152
tt1748227,The Collection, Lee Tergesen,Horror,USA,English,LD Entertainment,R,82,2012,6.1,characters,10.284,454,6842058
tt0822854,Shooter, Kate Mara,Action,USA,English,Paramount Pictures,R,124,2007,7.2,screenplay,17.164,2287,95696996
